type,x,y,geom
Other Theft,491548,5458010,0101000020E6100000C6A170C06FC75EC0FA2E82492CA34840
Other Theft,491548,5458010,0101000020E6100000C6A170C06FC75EC0FA2E82492CA34840
Other Theft,491548,5458010,0101000020E6100000C6A170C06FC75EC0FA2E82492CA34840
Other Theft,491548,5458010,0101000020E6100000C6A170C06FC75EC0FA2E82492CA34840
Other Theft,491548,5458008,0101000020E6100000F54143C06FC75EC07E3B98B22BA34840
Other Theft,491548,5458008,0101000020E6100000F54143C06FC75EC07E3B98B22BA34840
Other Theft,491548,5458008,0101000020E6100000F54143C06FC75EC07E3B98B22BA34840
Other Theft,491548,5458008,0101000020E6100000F54143C06FC75EC07E3B98B22BA34840
Other Theft,491548,5458008,0101000020E6100000F54143C06FC75EC07E3B98B22BA34840
Other Theft,491548,5458007,0101000020E61000000F922CC06FC75EC0BD4123672BA34840
Other Theft,491548,5458004,0101000020E61000005E82E8BF6FC75EC06F54C4842AA34840
Other Theft,491548,5458003,0101000020E61000007AD2D1BF6FC75EC0A85A4F392AA34840
Other Theft,491548,5458003,0101000020E61000007AD2D1BF6FC75EC0A85A4F392AA34840
Other Theft,491548,5458001,0101000020E6100000B572A4BF6FC75EC0106765A229A34840
Other Theft,491548,5457997,0101000020E610000031B349BF6FC75EC0CA7F917428A34840
Other Theft,491549,5457997,0101000020E61000000742A0856FC75EC0952FAF7428A34840
Other Theft,491549,5457991,0101000020E6100000F82618856FC75EC06D54F1AF26A34840
Other Theft,491549,5457991,0101000020E6100000F82618856FC75EC06D54F1AF26A34840
Other Theft,491549,5457991,0101000020E6100000F82618856FC75EC06D54F1AF26A34840
Other Theft,491549,5457991,0101000020E6100000F82618856FC75EC06D54F1AF26A34840
Other Theft,491549,5457986,0101000020E61000002CBBA6846FC75EC0EB72A83625A34840
Other Theft,491549,5457985,0101000020E6100000060C90846FC75EC0FF7833EB24A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457981,0101000020E6100000724F35846FC75EC038915FBD23A34840
Other Theft,491549,5457978,0101000020E61000000B42F1836FC75EC04EA300DB22A34840
Other Theft,491550,5457977,0101000020E61000007D2F314A6FC75EC02B58A98F22A34840
Other Theft,491550,5457976,0101000020E61000000D811A4A6FC75EC02B5E344422A34840
Other Theft,491550,5457973,0101000020E6100000C075D6496FC75EC02070D56121A34840
Other Theft,491550,5457973,0101000020E6100000C075D6496FC75EC02070D56121A34840
Other Theft,491550,5457972,0101000020E610000054C7BF496FC75EC01976601621A34840
Other Theft,491550,5457967,0101000020E61000003D5F4E496FC75EC0D893179D1FA34840
Other Theft,491550,5457967,0101000020E61000003D5F4E496FC75EC0D893179D1FA34840
Other Theft,491550,5457967,0101000020E61000003D5F4E496FC75EC0D893179D1FA34840
Other Theft,491550,5457967,0101000020E61000003D5F4E496FC75EC0D893179D1FA34840
Other Theft,491550,5457967,0101000020E61000003D5F4E496FC75EC0D893179D1FA34840
Other Theft,491550,5457963,0101000020E61000009EA5F3486FC75EC080AB436F1EA34840
Other Theft,491550,5457962,0101000020E610000038F7DC486FC75EC066B1CE231EA34840
Other Theft,491550,5457962,0101000020E610000038F7DC486FC75EC066B1CE231EA34840
Other Theft,491550,5457962,0101000020E610000038F7DC486FC75EC066B1CE231EA34840
Other Theft,491550,5457960,0101000020E6100000709AAF486FC75EC02BBDE48C1DA34840
Other Theft,491550,5457959,0101000020E61000000CEC98486FC75EC009C36F411DA34840
Other Theft,491550,5457951,0101000020E61000000B79E3476FC75EC0BBF1C7E51AA34840
Other Theft,491550,5457950,0101000020E6100000ADCACC476FC75EC089F7529A1AA34840
Other Theft,491550,5457950,0101000020E6100000ADCACC476FC75EC089F7529A1AA34840
Other Theft,491550,5457947,0101000020E61000009BBF88476FC75EC0E308F4B719A34840
Other Theft,491550,5457947,0101000020E61000009BBF88476FC75EC0E308F4B719A34840
Other Theft,491550,5457946,0101000020E6100000401172476FC75EC0A90E7F6C19A34840
Other Theft,491550,5457946,0101000020E6100000401172476FC75EC0A90E7F6C19A34840
Other Theft,491550,5457946,0101000020E6100000401172476FC75EC0A90E7F6C19A34840
Other Theft,491550,5457946,0101000020E6100000401172476FC75EC0A90E7F6C19A34840
Other Theft,491550,5457946,0101000020E6100000401172476FC75EC0A90E7F6C19A34840
Other Theft,491550,5457944,0101000020E610000090B444476FC75EC02D1A95D518A34840
Other Theft,491550,5457944,0101000020E610000090B444476FC75EC02D1A95D518A34840
Other Theft,491550,5457944,0101000020E610000090B444476FC75EC02D1A95D518A34840
Other Theft,491550,5457942,0101000020E6100000E15717476FC75EC0A925AB3E18A34840
Other Theft,491550,5457941,0101000020E61000008AA900476FC75EC0652B36F317A34840
Other Theft,491550,5457941,0101000020E61000008AA900476FC75EC0652B36F317A34840
Other Theft,491550,5457936,0101000020E6100000E7418F466FC75EC0F147ED7916A34840
Other Theft,491550,5457936,0101000020E6100000E7418F466FC75EC0F147ED7916A34840
Other Theft,491550,5457935,0101000020E6100000949378466FC75EC0A04D782E16A34840
Other Theft,491550,5457933,0101000020E6100000F3364B466FC75EC0F9588E9715A34840
Other Theft,491550,5457933,0101000020E6100000F3364B466FC75EC0F9588E9715A34840
Other Theft,491550,5457933,0101000020E6100000F3364B466FC75EC0F9588E9715A34840
Other Theft,491550,5457933,0101000020E6100000F3364B466FC75EC0F9588E9715A34840
Other Theft,491550,5457932,0101000020E6100000A48834466FC75EC0A35E194C15A34840
Other Theft,491550,5457932,0101000020E6100000A48834466FC75EC0A35E194C15A34840
Other Theft,491550,5457932,0101000020E6100000A48834466FC75EC0A35E194C15A34840
Other Theft,491550,5457932,0101000020E6100000A48834466FC75EC0A35E194C15A34840
Other Theft,491550,5457931,0101000020E610000054DA1D466FC75EC04A64A40015A34840
Other Theft,491550,5457929,0101000020E6100000B97DF0456FC75EC0936FBA6914A34840
Other Theft,491550,5457929,0101000020E6100000B97DF0456FC75EC0936FBA6914A34840
Other Theft,491552,5457925,0101000020E6100000264543D26EC75EC0CCE0213C13A34840
Other Theft,491552,5457923,0101000020E610000054EB15D26EC75EC0FBEB37A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457923,0101000020E6100000FFAC6C986EC75EC0019855A512A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457920,0101000020E610000058A828986EC75EC0B6A8F6C211A34840
Other Theft,491553,5457917,0101000020E6100000B7A3E4976EC75EC05AB997E010A34840
Other Theft,491553,5457912,0101000020E6100000BB4673976EC75EC0EFD44E670FA34840
Other Theft,491553,5457912,0101000020E6100000BB4673976EC75EC0EFD44E670FA34840
Other Theft,491553,5457910,0101000020E61000005BEE45976EC75EC0E8DF64D00EA34840
Other Theft,491553,5457908,0101000020E6100000FF9518976EC75EC0DCEA7A390EA34840
Other Theft,491553,5457906,0101000020E6100000A43DEB966EC75EC0C6F590A20DA34840
Other Theft,491553,5457903,0101000020E61000002339A7966EC75EC0140632C00CA34840
Other Theft,491553,5457902,0101000020E6100000FA8C90966EC75EC0810BBD740CA34840
Other Theft,491553,5457902,0101000020E6100000FA8C90966EC75EC0810BBD740CA34840
Other Theft,491553,5457902,0101000020E6100000FA8C90966EC75EC0810BBD740CA34840
Other Theft,491553,5457900,0101000020E6100000AA3463966EC75EC05616D3DD0BA34840
Other Theft,491553,5457900,0101000020E6100000AA3463966EC75EC05616D3DD0BA34840
Other Theft,491553,5457900,0101000020E6100000AA3463966EC75EC05616D3DD0BA34840
Other Theft,491553,5457900,0101000020E6100000AA3463966EC75EC05616D3DD0BA34840
Other Theft,491553,5457900,0101000020E6100000AA3463966EC75EC05616D3DD0BA34840
Other Theft,491553,5457896,0101000020E6100000118408966EC75EC0E32BFFAF0AA34840
Other Theft,491553,5457894,0101000020E6100000C82BDB956EC75EC09C3615190AA34840
Other Theft,491553,5457894,0101000020E6100000C82BDB956EC75EC09C3615190AA34840
Other Theft,491553,5457894,0101000020E6100000C82BDB956EC75EC09C3615190AA34840
Other Theft,491553,5457894,0101000020E6100000C82BDB956EC75EC09C3615190AA34840
Other Theft,491553,5457879,0101000020E61000000A1687946EC75EC017863AAD05A34840
Other Theft,491553,5457870,0101000020E61000004E09BB936EC75EC0F4B41D0603A34840
Other Theft,491553,5457869,0101000020E61000003E5DA4936EC75EC01EBAA8BA02A34840
Other Theft,491553,5457866,0101000020E61000000F5960936EC75EC094C949D801A34840
Other Theft,491553,5457866,0101000020E61000000F5960936EC75EC094C949D801A34840
Other Theft,491553,5457866,0101000020E61000000F5960936EC75EC094C949D801A34840
Other Theft,491553,5457866,0101000020E61000000F5960936EC75EC094C949D801A34840
Other Theft,491553,5457856,0101000020E6100000A3A07D926EC75EC098FCB7E5FEA24840
Other Theft,491553,5457856,0101000020E6100000A3A07D926EC75EC098FCB7E5FEA24840
Other Theft,491553,5457856,0101000020E6100000A3A07D926EC75EC098FCB7E5FEA24840
Other Theft,491553,5457856,0101000020E6100000A3A07D926EC75EC098FCB7E5FEA24840
Other Theft,491553,5457856,0101000020E6100000A3A07D926EC75EC098FCB7E5FEA24840
Other Theft,491553,5457855,0101000020E61000009BF466926EC75EC0A801439AFEA24840
Other Theft,491553,5457852,0101000020E61000008DF022926EC75EC0C910E4B7FDA24840
Other Theft,491553,5457851,0101000020E610000089440C926EC75EC0D0156F6CFDA24840
Other Theft,491553,5457849,0101000020E610000082ECDE916EC75EC0DA1F85D5FCA24840
Other Theft,491553,5457843,0101000020E610000084E456916EC75EC0C23DC710FBA24840
Other Theft,491553,5457837,0101000020E6100000A1DCCE906EC75EC0635B094CF9A24840
Other Theft,491553,5457836,0101000020E6100000A930B8906EC75EC04E609400F9A24840
Other Theft,491553,5457836,0101000020E6100000A930B8906EC75EC04E609400F9A24840
Other Theft,491553,5457835,0101000020E6100000B184A1906EC75EC035651FB5F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457834,0101000020E6100000BAD88A906EC75EC01B6AAA69F8A24840
Other Theft,491553,5457833,0101000020E6100000C42C74906EC75EC0FE6E351EF8A24840
Other Theft,491553,5457833,0101000020E6100000C42C74906EC75EC0FE6E351EF8A24840
Other Theft,491553,5457833,0101000020E6100000C42C74906EC75EC0FE6E351EF8A24840
Other Theft,491553,5457833,0101000020E6100000C42C74906EC75EC0FE6E351EF8A24840
Other Theft,491553,5457832,0101000020E6100000CE805D906EC75EC0E073C0D2F7A24840
Other Theft,491553,5457832,0101000020E6100000CE805D906EC75EC0E073C0D2F7A24840
Other Theft,491553,5457832,0101000020E6100000CE805D906EC75EC0E073C0D2F7A24840
Other Theft,491553,5457832,0101000020E6100000CE805D906EC75EC0E073C0D2F7A24840
Other Theft,491553,5457832,0101000020E6100000CE805D906EC75EC0E073C0D2F7A24840
Other Theft,491553,5457831,0101000020E6100000D8D446906EC75EC0C0784B87F7A24840
Other Theft,491553,5457829,0101000020E6100000F07C19906EC75EC0798261F0F6A24840
Other Theft,491553,5457829,0101000020E6100000F07C19906EC75EC0798261F0F6A24840
Other Theft,491553,5457829,0101000020E6100000F07C19906EC75EC0798261F0F6A24840
Other Theft,491553,5457825,0101000020E61000002BCDBE8F6EC75EC0D3958DC2F5A24840
Other Theft,491553,5457825,0101000020E61000002BCDBE8F6EC75EC0D3958DC2F5A24840
Other Theft,491553,5457825,0101000020E61000002BCDBE8F6EC75EC0D3958DC2F5A24840
Other Theft,491553,5457822,0101000020E61000005DC97A8F6EC75EC042A42EE0F4A24840
Other Theft,491553,5457821,0101000020E6100000701D648F6EC75EC00FA9B994F4A24840
Other Theft,491553,5457820,0101000020E610000083714D8F6EC75EC0D8AD4449F4A24840
Other Theft,491553,5457819,0101000020E610000096C5368F6EC75EC0A1B2CFFDF3A24840
Other Theft,491553,5457816,0101000020E6100000D7C1F28E6EC75EC0EAC0701BF3A24840
Other Theft,491553,5457816,0101000020E6100000D7C1F28E6EC75EC0EAC0701BF3A24840
Other Theft,491553,5457816,0101000020E6100000D7C1F28E6EC75EC0EAC0701BF3A24840
Other Theft,491553,5457816,0101000020E6100000D7C1F28E6EC75EC0EAC0701BF3A24840
Other Theft,491553,5457815,0101000020E6100000ED15DC8E6EC75EC0A9C5FBCFF2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457814,0101000020E6100000066AC58E6EC75EC068CA8684F2A24840
Other Theft,491553,5457812,0101000020E61000003712988E6EC75EC0DDD39CEDF1A24840
Other Theft,491553,5457812,0101000020E61000003712988E6EC75EC0DDD39CEDF1A24840
Other Theft,491553,5457811,0101000020E61000005166818E6EC75EC095D827A2F1A24840
Other Theft,491553,5457811,0101000020E61000005166818E6EC75EC095D827A2F1A24840
Other Theft,491553,5457811,0101000020E61000005166818E6EC75EC095D827A2F1A24840
Other Theft,491553,5457811,0101000020E61000005166818E6EC75EC095D827A2F1A24840
Other Theft,491553,5457811,0101000020E61000005166818E6EC75EC095D827A2F1A24840
Other Theft,491553,5457810,0101000020E61000006BBA6A8E6EC75EC04CDDB256F1A24840
Other Theft,491553,5457809,0101000020E6100000870E548E6EC75EC0FEE13D0BF1A24840
Other Theft,491553,5457809,0101000020E6100000870E548E6EC75EC0FEE13D0BF1A24840
Other Theft,491553,5457809,0101000020E6100000870E548E6EC75EC0FEE13D0BF1A24840
Other Theft,491553,5457808,0101000020E6100000A3623D8E6EC75EC0B1E6C8BFF0A24840
Other Theft,491553,5457808,0101000020E6100000A3623D8E6EC75EC0B1E6C8BFF0A24840
Other Theft,491553,5457805,0101000020E6100000FB5EF98D6EC75EC0BAF469DDEFA24840
Other Theft,491553,5457803,0101000020E61000003A07CC8D6EC75EC00DFE7F46EFA24840
Other Theft,491553,5457802,0101000020E61000005C5BB58D6EC75EC0B4020BFBEEA24840
Other Theft,491553,5457802,0101000020E61000005C5BB58D6EC75EC0B4020BFBEEA24840
Other Theft,491553,5457802,0101000020E61000005C5BB58D6EC75EC0B4020BFBEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457801,0101000020E61000007DAF9E8D6EC75EC0560796AFEEA24840
Other Theft,491553,5457799,0101000020E6100000C257718D6EC75EC09910AC18EEA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457796,0101000020E61000002D542D8D6EC75EC06E1E4D36EDA24840
Other Theft,491553,5457795,0101000020E610000054A8168D6EC75EC00623D8EAECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457793,0101000020E6100000A250E98C6EC75EC0332CEE53ECA24840
Other Theft,491553,5457790,0101000020E61000001B4DA58C6EC75EC0E3398F71EBA24840
Other Theft,491553,5457786,0101000020E6100000C99D4A8C6EC75EC0074CBB43EAA24840
Other Theft,491553,5457786,0101000020E6100000C99D4A8C6EC75EC0074CBB43EAA24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457784,0101000020E610000024461D8C6EC75EC00E55D1ACE9A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457781,0101000020E6100000B242D98B6EC75EC0886272CAE8A24840
Other Theft,491553,5457779,0101000020E610000015EBAB8B6EC75EC07A6B8833E8A24840
Other Theft,491553,5457779,0101000020E610000015EBAB8B6EC75EC07A6B8833E8A24840
Other Theft,491553,5457776,0101000020E6100000ADE7678B6EC75EC0D9782951E7A24840
Other Theft,491553,5457775,0101000020E6100000E23B518B6EC75EC0497DB405E7A24840
Other Theft,491553,5457774,0101000020E610000017903A8B6EC75EC0B8813FBAE6A24840
Other Theft,491553,5457774,0101000020E610000017903A8B6EC75EC0B8813FBAE6A24840
Other Theft,491553,5457774,0101000020E610000017903A8B6EC75EC0B8813FBAE6A24840
Other Theft,491553,5457774,0101000020E610000017903A8B6EC75EC0B8813FBAE6A24840
Other Theft,491553,5457773,0101000020E61000004DE4238B6EC75EC02486CA6EE6A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457770,0101000020E6100000F3E0DF8A6EC75EC05F936B8CE5A24840
Other Theft,491553,5457769,0101000020E61000002E35C98A6EC75EC0C497F640E5A24840
Other Theft,491553,5457768,0101000020E61000006689B28A6EC75EC0269C81F5E4A24840
Other Theft,491553,5457766,0101000020E6100000DD31858A6EC75EC0E5A4975EE4A24840
Other Theft,491553,5457765,0101000020E610000018866E8A6EC75EC042A92213E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457765,0101000020E610000053B4C5506EC75EC0FF534013E4A24840
Other Theft,491554,5457763,0101000020E61000002C5E98506EC75EC0B25C567CE3A24840
Other Theft,491554,5457763,0101000020E61000002C5E98506EC75EC0B25C567CE3A24840
Other Theft,491554,5457763,0101000020E61000002C5E98506EC75EC0B25C567CE3A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457761,0101000020E610000009086B506EC75EC05D656CE5E2A24840
Other Theft,491554,5457759,0101000020E6100000EAB13D506EC75EC0FE6D824EE2A24840
Other Theft,491554,5457759,0101000020E6100000EAB13D506EC75EC0FE6D824EE2A24840
Other Theft,491554,5457758,0101000020E6100000DB0627506EC75EC04D720D03E2A24840
Other Theft,491554,5457758,0101000020E6100000DB0627506EC75EC04D720D03E2A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457757,0101000020E6100000CC5B10506EC75EC09B7698B7E1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457756,0101000020E6100000BFB0F94F6EC75EC0E47A236CE1A24840
Other Theft,491554,5457755,0101000020E6100000B205E34F6EC75EC02B7FAE20E1A24840
Other Theft,491554,5457755,0101000020E6100000B205E34F6EC75EC02B7FAE20E1A24840
Other Theft,491554,5457755,0101000020E6100000B205E34F6EC75EC02B7FAE20E1A24840
Other Theft,491554,5457755,0101000020E6100000B205E34F6EC75EC02B7FAE20E1A24840
Other Theft,491554,5457755,0101000020E6100000B205E34F6EC75EC02B7FAE20E1A24840
Other Theft,491554,5457754,0101000020E6100000A65ACC4F6EC75EC0728339D5E0A24840
Other Theft,491554,5457754,0101000020E6100000A65ACC4F6EC75EC0728339D5E0A24840
Other Theft,491554,5457753,0101000020E61000009BAFB54F6EC75EC0B787C489E0A24840
Other Theft,491554,5457750,0101000020E61000007FAE714F6EC75EC0779465A7DFA24840
Other Theft,491554,5457750,0101000020E61000007FAE714F6EC75EC0779465A7DFA24840
Other Theft,491554,5457750,0101000020E61000007FAE714F6EC75EC0779465A7DFA24840
Other Theft,491554,5457744,0101000020E610000057ACE94E6EC75EC0C4ADA7E2DDA24840
